id,album,release_date,n_tracks_original,id_track,track,lyrics,n_tracks,notes
1,Ring Ring (International Edition) by ABBA,1973-03-26,15,11,I Am Just a Girl,"I am just a girl, one among the others, nothing much to say
Plain and simple girl, not a special type in any way
Just one look, and you will surely see
That the true ""Miss Nobody"" is me
It's an evil world that has only made me a girl

I am just a girl, not the kind of woman men would like to meet
Just another girl no-one ever looks at in the street
But today, I can't believe it's true
When you smiled and whispered ""I love you""
Darling, I could see I was meant to be your girl

It's a funny feeling when you get to love someone
And thinking that he'll never look your way
But then he says he loves you, and life has just begun
It's so much more than any words can say

I am just a girl, not the kind of woman men would like to meet
Just another girl no-one ever looks at in the street
But today, I can't believe it's true
When you smiled and whispered ""I love you""
Darling, I could see I was meant to be your girl
La la la la la, la la la la la-la, la la la la la
La la la la la, la la la la la-la, la la la
But today, I can't believe it's true
When you smiled and whispered ""I love you""
Darling, I could see I was meant to be your girl2EmbedShare URLCopyEmbedCopy",14,
1,Ring Ring (International Edition) by ABBA,1973-03-26,15,12,Rock ’n Roll Band,"Sitting in the darkest corner
In the tender light I saw her face
She was looking so sad and lonely
Someone help me, someone save me
I could see the look she gave me, oh
Oh yeah, and there was one thing only
That I knew I could do

Let's go, girl
It's a beautiful place this world
Come on, baby, let's dance
To the rock 'n' roll band
Let's go now
Let me show you that I know how
Come on, baby, let's dance
To the rock 'n' roll band
Come on, baby, let's dance
To the rock 'n' roll band

You'd been sitting there for hours
Trying to hide behind the flowers now
Baby, we could have fun together
Come on, cheer up, let's get started
No use being broken-hearted now
Oh yeah, you're gonna feel much better
Yes, I know that you will
Let's go, girl
It's a beautiful place this world
Come on, baby, let's dance
To the rock 'n' roll band
Let's go now
Let me show you that I know how
Come on, baby, let's dance
To the rock 'n' roll band
Come on, baby, let's dance
To the rock 'n' roll band
Let's go, girl
It's a beautiful place this world
Come on, baby, let's dance
To the rock 'n' roll band
Let's go now
Let me show you that I know how
Come on, baby, let's dance
To the rock 'n' roll band...EmbedShare URLCopyEmbedCopy",14,
1,Ring Ring (International Edition) by ABBA,1973-03-26,15,13,Merry-Go-Round,"I have tried in vain never had success
So it seems my life is nothing but a mess
I have lost my only friend
Now it seems I have to start again

Merry-go-round where am I bound
With my love and feelings, merry-go-round?
Who wants to kiss me and hug me and miss me?
Yes, who wants to do it? I wish that I knew it
Merry-go-round, wish I had found
Somebody to care for, where am I bound?
Life is so lonely if life is just only
To love with my loving goes round and round

Looking for someone who would want to stay
I might find her with a bit of luck one day
But who knows so until then
I can only try and try again

Merry-go-round where am I bound
With my love and feelings, merry-go-round?
Who wants to kiss me and hug me and miss me?
Yes, who wants to do it? I wish that I knew it
Merry-go-round, wish I had found
Somebody to care for, where am I bound?
Life is so lonely if life is just only
To love with my loving goes round and round
Merry-go-round where am I bound
With my love and feelings, merry-go-round?
Who wants to kiss me and hug me and miss me?
Yes, who wants to do it? I wish that I knew it
Merry-go-round, wish I had found
Somebody to care for, where am I bound?
Life is so lonely if life is just only
To love with my loving goes round and round

Merry, merry, merry, merry, merry-go-round
(Merry-go-round, merry-merry-go-round, merry go-round)
Merry, merry, merry, merry, merry-go-round
(Merry-go-round, merry-merry-go-round, merry go-round)
Merry, merry, merry, merry, merry-go-round
(Merry-go-round, merry-merry-go-round, merry go-round)
Merry, merry, merry, merry, merry-go-round
(Merry-go-round, merry-merry-go-round, merry go-round)
Merry, merry, merry, merry, merry-go-round
(Merry-go-round, merry-merry-go-round, merry go-round)
Merry, merry, merry, merry, merry-go-round
(Merry-go-round, merry-merry-go-round, merry go-round)EmbedShare URLCopyEmbedCopy",14,2001 CD edition bonus tracks
1,Ring Ring (International Edition) by ABBA,1973-03-26,15,14,Santa Rosa,"I'd give anything to be back home in Santa Rosa
How I wish this road would take me home where I belong
'Cause I have found no other place where I will stay
I'm tired and all my dreams have failed along the way

I'd give anything to be back home in Santa Rosa
Though I wonder what my folks would think about me now
I guess I've changed, like people do, when things go wrong
But in the end, somehow I know, we'll get along

Santa Rosa, I'll be back to stay
I'm on my way
Santa Rosa, I'll be back to stay

I'd give anything to be back home in Santa Rosa
How I wish to see the old house where I used to live
And all my friends, will they be there, when I come home?
How I regret the day when I set out to roam

Santa Rosa, I'll be back to stay
I'm on my way
Santa Rosa, I'll be back to stay
I'd give anything to be back home in Santa Rosa
(I'd give anything to be back home)
I'd give anything to be back home in Santa Rosa
(I'd give anything to be back home)
I'd give anything to be back home in Santa Rosa
(I'd give anything to be back home)
I'd give anything to be back home in Santa Rosa
(I'd give anything to be back home)
I'd give anything to be back home in...EmbedShare URLCopyEmbedCopy",14,2001 CD edition bonus tracks
2,Waterloo  by ABBA,1974-03-04,12,1,Waterloo,"My, my - at Waterloo, Napoleon did surrender
Oh, yeah - and I have met my destiny in quite a similar way

The history book on the shelf
Is always repeating itself

Waterloo, I was defeated, you won the war
Waterloo, promise to love you forevermore
Waterloo, couldn't escape if I wanted to
Waterloo, knowing my fate is to be with you
Wa-Wa-Wa-Wa-Waterloo
Finally facing my Waterloo

My, my - I tried to hold you back, but you were stronger
Oh, yeah - and now it seems my only chance is giving up the fight

And how could I ever refuse?
I feel like I win when I lose

Waterloo, I was defeated, you won the war
Waterloo, promise to love you forevermore
Waterloo, couldn't escape if I wanted to
Waterloo, knowing my fate is to be with you
Wa-Wa-Wa-Wa-Waterloo
Finally facing my Waterloo
So how could I ever refuse?
I feel like I win when I lose

Waterloo, couldn't escape if I wanted to
Waterloo, knowing my fate is to be with you
Wa-Wa-Wa-Wa-Waterloo
Finally facing my Waterloo
Woo, Waterloo, knowing my fate is to be with you
Wa-Wa-Wa-Wa-Waterloo
Finally facing my Waterloo
Woo, Waterloo, knowing my fate is to be with you15EmbedShare URLCopyEmbedCopy",11,"1st at the Eurovision Song Contest on April 6, 1974"
2,Waterloo  by ABBA,1974-03-04,12,2,Sitting in the Palmtree,"See me sitting in the palm tree
Looking down at people passing by
Sitting here no one can harm me
They just stare at me and wonder why

No need to bother, I'm gonna stay up here
Whatever happens, I won't let no one near

Until you tell me
Ginny, Ginny on my mind, won't you please
You really love me
Ginny, Ginny oh so fine, yes you are now
And in the evening, when the sun goes down
I'll be the bluest of men in this town
'Cause I love you
Ginny, Ginny on my mind

See me sitting in the palm tree
Waiting for those little words from you
People laugh and point their fingers
Like I was a monkey at the zoo
But I will stay here, among my coconuts
So you will know dear, you're everything I've got
Now won't you tell me, Ginny, Ginny on my mind

Winds blow, stars glow
I see a light in her window
Dark trees, soft breeze
Carry my message to her, please

See me sitting in the palm tree
Feeling angry at the silly crowd
No one else but you can calm me
You should know by now I'm far too proud

I need to show you, I've got my feelings too
You shouldn't treat me like you always do

So won't you tell me
Ginny, Ginny on my mind, won't you please
You really love me
Ginny, Ginny oh so fine, yes you are now
And in the evening, when the sun goes down
I'll be the bluest of men in this town
'Cause I love you
Ginny, Ginny on my mind
Ginny, Ginny oh so fine
Ginny, Ginny on my mind
Ginny, Ginny oh so fine
Ginny, Ginny on my mind
Ginny, Ginny oh so fine
Ginny, Ginny on my mindEmbedShare URLCopyEmbedCopy",11,
2,Waterloo  by ABBA,1974-03-04,12,3,King Kong Song,"Well I was looking at a movie on the TV last night
Then I had a very funny notion, yeah
I really had to write a song about it
And then I'm gonna sing it with my rock 'n' roll band
And I bet the people gonna like it, yeah
I know that everybody's gonna shout it

And what a dreadful mighty killer
A big black wild gorilla

We do the King Kong song, won't you sing along
Listen to the music and it couldn't go wrong
We do the King Kong song, gotta sing along
Can't you hear the beating of the monkey tom-tom?
Listen to the rhythm of the King Kong song

Now we can make the jungle out of any old place
We can make gorillas out of people, yeah
Well, who can tell a monkey from a monkey?
So people get together, gonna have a good time
Everybody listen to the music, yeah
'Cause what we're gonna sing is kinda funky
So let your arms hang down
And waddle all around
Like a dreadful mighty killer
A big black wild gorilla

We do the King Kong song, won't you sing along
Listen to the music and it couldn't go wrong
We do the King Kong song, gotta sing along
Can't you hear the beating of the monkey tom-tom?
Listen to the rhythm of the King Kong song


Like a dreadful mighty killer
A big black wild gorilla

We do the King Kong song, won't you sing along
Listen to the music and it couldn't go wrong
We do the King Kong song, gotta sing along
Can't you hear the beating of the monkey tom-tom?
Listen to the rhythm of the King Kong song
We do the King Kong song, won't you sing along
Listen to the music and it couldn't go wrong
We do the King Kong song, gotta sing along
Can't you hear the beating of the monkey tom-tom?
Listen to the rhythm of the King Kong songEmbedShare URLCopyEmbedCopy",11,
2,Waterloo  by ABBA,1974-03-04,12,4,Hasta Mañana,"Where is the spring and the summer
That once was yours and mine?
Where did it go?
I just don't know
But still, my love for you will live forever

Hasta Mañana till we meet again
Don't know where, don't know when
Darling, our love was much too strong to die
We'll find a way to face a new tomorrow
Hasta Mañana, say we'll meet again
I can't do without you
Time to forget, send me a letter
Say you forgive, the sooner the better
Hasta Mañana, baby
Hasta Mañana, until then

Where is the dream we were dreaming
And all the nights we shared?
Where did they go?
I just don't know
And I can't tell you just how much I miss you
Hasta Mañana till we meet again
Don't know where, don't know when
Darling, our love was much too strong to die
We'll find a way to face a new tomorrow
Hasta Mañana, say we'll meet again
I can't do without you
Time to forget, send me a letter
Say you forgive, the sooner the better
Hasta Mañana, baby
Hasta Mañana, until then

Hasta Mañana, say we'll meet again
I can't do without you
Time to forget, send me a letter
Say you forgive, the sooner the better
Hasta Mañana, baby
Hasta Mañana, until then3EmbedShare URLCopyEmbedCopy",11,
2,Waterloo  by ABBA,1974-03-04,12,5,My Mama Said,"Tried to sneak out without saying
With my loudest record playing
Ooh, my mama said
""Look at this, you haven't done your bed""
My mama said
""That's a thing that you should do instead""

Yeah, I did what she had told me
Dying for my friend to hold me
Ooh, my mama said
""Try and get one thing into your head""
My mama said
""Pa and me, we give you room and bed""

How I wanna live my life
Wanna live my life
La-la-la, la-la-la, life

In the morning she said ""Listen""
Ooh, I felt like in a prison
Yeah, my mama said
""I know you've been out again with Fred"" (My mama said)
My mama said
""Don't you lie, your cheeks are blushing red"" (My mama said)
Oh, I wanna live my life
Wanna live my life
La-la-la, la-la-la, life


I said, ""I can live without him
How I wish you wouldn't doubt him.""
Ooh, my mama said
""If you want to hurt me go ahead"" (My mama said)
My mama said
""I suppose you'd rather see me dead"" (My mama said)

Oh, I wanna live my life
Wanna live my life
La-la-la, la-la-la, life

La-la-la, la-la-la, life
La-la-la, la-la-la, life
La-la-la, la-la-la, life
La-la-la, la-la-la, lifeEmbedShare URLCopyEmbedCopy",11,
2,Waterloo  by ABBA,1974-03-04,12,6,Dance (While the Music Still Goes On),"Oh, my love it makes me sad
Why did things turn out so bad?
Was it just a dream, everything we did
Everything we had?

Baby, give me one more
Dance while the music still goes on
Don't think about tomorrow
Dance and forget our time is gone
Tonight's a night we borrow
Let's make it a memory, a night of our own
A thing to remember when we're all alone
So dance, it's our way to say goodbye

Yes, all we have to do is
Dance while the music still goes on
This is no time for crying
Dance, don't you hear them play our song
God knows that we've been trying
But we didn't make it 'cause nothing's the same
We just couldn't help it, nobody's to blame
So dance while the music still goes on
And let it be our last goodbye
Yet it seems to make me sad
Why did things turn out so bad?
Was it just a dream, everything we did
Everything we had?

Baby, give me one last
Dance while the music still goes on
Just like the night I met you
Dance and believe me, when you're gone
You know I won't forget you
Our love was a snowbird, it's flying away
You tell me it's over, what more can I say?
So dance while the music still goes on
It's going to be our last goodbye

Dance while the music still goes on
Don't think about tomorrow
Dance and forget our time is gone
Tonight's a night we borrow
Let's make it a memory, a night of our own
A thing to remember when we're all alone
So dance while the music still goes on
And let it be our last goodbye
Dance while the music still goes on
This is no time for crying
Just like the night I met you
Dance and believe me, when you're gone
Dance while the music still goes on
You know I won't forget you
Dance while the music still goes onEmbedShare URLCopyEmbedCopy",11,
2,Waterloo  by ABBA,1974-03-04,12,7,"Honey, Honey","Honey, honey, how you thrill me, aha, honey honey
Honey, honey, nearly kill me, aha, honey honey
I'd heard about you before
I wanted to know some more
And now I know what they mean, you're a love machine
Oh, you make me dizzy

Honey, honey, let me feel it, aha, honey honey
Honey, honey, don't conceal it, aha, honey honey
The way that you kiss goodnight
(The way that you kiss me goodnight)
The way that you hold me tight
(The way that you're holding me tight)
I feel like I wanna sing when you do your thing

I don't wanna hurt you, baby, I don't wanna see you cry
So stay on the ground, girl, you better not get too high
But I'm gonna stick to you, boy, you'll never get rid of me
There's no other place in this world where I rather would be

Honey, honey, touch me, baby, aha, honey honey
Honey, honey, hold me, baby, aha, honey honey
You look like a movie star
(You look like a movie star)
But I know just who you are
(I know just who you are)
And, honey, to say the least, you're a dog-gone beast
So stay on the ground, girl, you better not get too high
There's no other place in this world where I rather would be

Honey, honey, how you thrill me, aha, honey honey
Honey, honey, nearly kill me, aha, honey honey
I heard about you before
(I heard about you before)
I wanted to know some more
(I wanted to know you some more)
And now I know what they mean
You're a love machine
Oh, you make me dizzy5EmbedShare URLCopyEmbedCopy",11,
2,Waterloo  by ABBA,1974-03-04,12,8,Watch Out,"You move like a flame of fire
Your eyes like a flash of lightning
The answer to all desire
And I'm gonna tame you, wild thing

You'd better watch out
I said you'd better watch out
Watch out - anywhere you go I'll find you
Watch out - I'll be staying close behind you
And I'm tired of waiting
Yes, it's driving me crazy
And my patience is fading
Oh, you'd better watch out
I said you'd better watch out

It's been kind of funny lately
You act like I was a stranger
I think you're beginning to hate me
But then you're a girl in danger

You'd better watch out
Ooh, I said you'd better watch out
Watch out - anywhere you go I'll find you
Watch out - I'll be staying close behind you
And I've tired of waiting
Yes it's driving me crazy
And my patience is fading
So you'd better watch out
Yes I said you'd better watch out
Watch out, watch out
And I'm tired of waiting
Yes it's driving me crazy
And my patience is fading
I said you'd better watch out
Girl, you'd better watch out
Ah, you'd better watch out
Ooh, ah, you'd better watch outEmbedShare URLCopyEmbedCopy",11,
2,Waterloo  by ABBA,1974-03-04,12,9,What About Livingstone?,"Went to buy me a paper at the local newsstand
And then I heard them laugh and say
""Look, they're gonna go flying way up to the moon now
Hey, what's it good for anyway?""

So I said, ""Fellas, like to ask you a thing if I may""

What about Livingstone?
What about all those men
Who have sacrificed their lives to lead the way?
Tell me, wasn't it worth the while
Travelling up the Nile
Putting themselves on test
Didn't that help the rest?
Wasn't it worth it then?
What about Livingstone?

And all of those fellas at the local newsstand
Didn't know what to answer or what to say
So I told them about him, that he was just like
One of those spacemen in his way
And if you laugh at them, then there's only a thing I can say

What about Livingstone?
What about all those men
Who have sacrificed their lives to lead the way?
Tell me, wasn't it worth the while
Travelling up the Nile
Putting themselves on test
Didn't that help the rest?
Wasn't it worth it then?

What about Livingstone? (Didn't he do it, well didn't he?)
What about all those men (Didn't he do it, well didn't he?)
Who have sacrificed their lives to lead the way?
Tell me, wasn't it worth the while (Didn't he do it, well didn't he?)
Travelling up the Nile (Didn't he do it, well didn't he?)
Putting themselves on test
Didn't that help the rest? (Didn't he do it, well didn't he?)
Wasn't it worth it then?

What about Livingstone? (Didn't he do it, well didn't he?)
What about all those men (Didn't he do it, well didn't he?)
Who have sacrificed their lives to lead the way?EmbedShare URLCopyEmbedCopy",11,
2,Waterloo  by ABBA,1974-03-04,12,10,Gonna Sing You My Lovesong,"You say she's been mad at you
Then you say you'll be patient
Still I see that she makes you blue
Come on, I'll give you consolation

Gonna sing you my love song, gonna bring you some light
Gonna make you feel happy every day of your life
Gonna sing you my love song, gonna make it all right
You're all I ever need, my darling

Just to be where you want to be
So much fun we could have then
To be yours for eternity
What a miracle to happen

Gonna sing you my love song, gonna sing it for you
Gonna give you sweet loving, gonna give myself too
Gonna sing you my love song, when I think about you
I know she doesn't make it easy
'Cause you don't please her like you please me

You're my love, you're my angel
You're my first, you're my last
Would she care if you lingered
For another night?
Wanna hold you tight
We could make it right
Gonna sing you my love song, gonna bring you some light
Gonna make you feel happy every day of your life
Gonna sing you my love song, gonna make it all right
I know she doesn't make it easy

Gonna sing you my love song, gonna sing it for you
Gonna give you sweet loving, gonna give myself too
Gonna sing you my love song, when I think about you
You're all I ever need, my darling

And I would love to sing my love song
For youEmbedShare URLCopyEmbedCopy",11,
2,Waterloo  by ABBA,1974-03-04,12,11,Suzy Hang-Around,"Suzy was nine and I was ten
Right at the time when boys like to think they're men
She used to follow us from school
We really thought that she was a little fool

And one day we said to her
""We don't wanna hurt you girl""
But you'd better

Look for a friend of your own, Suzy-hang-around
Better come back when you're grown, Suzy-hang-around
Nobody wants you around here and that's for sure
So get off our playground and stay away
That's all that we've got to say
Suzy-hang-around

Suzy went home to Mama's arms
Mama said ""Look, she's never done you no harm
So get off her back and let her be
Why can't you play together in harmony?""

We really didn't know what to say
But as soon as she went away
We laughed and said
Look for a friend of your own, Suzy-hang-around
Better come back when you're grown, Suzy-hang-around
Nobody wants you around here and that's for sure
So get off our playground and stay away
That's all that we've got to say
Suzy-hang-around

Yes you'd better look for a friend of your own, Suzy-hang-around
Better come back when you're grown, Suzy-hang-around
Nobody wants you around here and that's for sure
So get off our playground and stay away
That's all that we've got to say
Suzy-hang-aroundEmbedShare URLCopyEmbedCopy",11,
